,ForStrat_terrestrial,ForStrat_aquatic,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,female_maturity_d,weaning_d,litters_or_clutches_per_y,longevity_y,adult_svl_cm,development_d,log_litterclutch_size_n,log_birthhatching_weight_g,log_weaning_weight_g,log_male_body_mass_g,log_range_size,X2.1_AgeatEyeOpening_d,X9.1_GestationLen_d,X10.2_SocialGrpSize,X24.1_TeatNumber,X6.2_TrophicLevel,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.6_GR_MinLong_dd,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,log_HomeRange_km2,log_HuPopDen_Mean_n.km2,log_NeonateHeadBodyLen_mm,Cingulata,Didelphimorphia,Erinaceomorpha,Perissodactyla,Pholidota,Primates,Rodentia,Soricomorpha,AA_83_Y,AA_30_negative
42,1.0,0.0,0.0,0.0,1.0,0.4417472156031198,0.5594237643880225,0.11842105263157895,0.4984126984126983,0.12186699521913277,0.36515595381699123,0.009110877031836577,0.6025676461535385,0.5454841651098626,0.6748306951080925,0.21888342154084783,0.2901052631578947,0.35736636803977884,0.25,0.24000000000000005,0.5,0.3851601480766135,0.5903942953020134,0.578958718422674,0.8214561027837259,0.9141864139020537,0.6981184011324985,0.632971251801556,0.626588143372768,0.5178234863623862,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
24,1.0,0.0,1.0,0.0,0.0,0.11130895520821306,0.016987230562217674,0.21052631578947367,0.2698412698412698,0.004467265220642697,0.05424891463258715,0.30446485426136155,0.29311320010128417,0.10508117215258257,0.10421941590864467,0.7302451973585571,0.039473684210526314,0.08500150027862319,0.003125,0.42000000000000004,1.0,0.8116046998229518,0.5787541946308725,0.16457178065311145,0.2248394004282655,0.5108372827804107,0.32405313829194604,0.4293575725029146,0.5197738798280245,0.2404839292400368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
44,1.0,0.0,0.0,0.0,1.0,0.20196662922645733,0.007641881770169098,0.20263157894736838,0.30357142857142855,0.08146504856364023,0.03382010417303619,0.6813558641665114,0.422637846929198,0.3673662505571353,0.4942110367826624,0.5491751183645823,0.40610526315789475,0.038385700201465985,0.3384375,0.8,0.0,0.7384516336713343,0.9155830536912752,0.1756931608133086,0.08098501070663813,0.33500789889415483,0.13787250217914188,0.2504431411753984,0.2640428069880609,0.42750381809736493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
46,1.0,0.0,1.0,0.0,0.0,0.010393490017825755,0.021961936653554753,0.8842105263157893,0.014417984126984126,0.021442873059084946,0.09540361903887801,0.9446225008911149,0.26338265195406024,0.1254382964064264,0.20064764038115407,0.5220031222283832,0.39968421052631575,0.20623895230228687,0.003125,0.4,0.9,0.18268147432802184,0.1980914429530201,0.6066235366605052,0.15297644539614563,0.7039810426540285,0.315244817574697,0.3435711482112209,0.4851460698908464,0.210953162129773,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
73,1.0,0.0,0.0,0.0,1.0,0.8503007463548283,0.9999999999999999,0.005263157894736845,0.7301587301587301,0.13200143309868279,0.48645075683878747,0.009110877031836577,0.6367920123049671,0.5844646378101497,0.6673484597930814,0.42121601274262876,0.2746315789473684,0.47743152299712804,0.340625,0.24000000000000005,0.5,0.3404957347497183,0.5044043624161074,0.6092113370301909,0.6408565310492507,0.9380410742496051,0.9070669733849774,0.7920681844925954,0.27784086888930404,0.5693679964126297,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
63,1.0,0.0,1.0,0.0,0.0,0.07338368516632901,0.03395649155755007,0.21052631578947367,0.16666666666666666,0.09179157884767787,0.10346706097513522,0.8391492039413476,0.47729003953766547,0.4044618139282363,0.4810148963527521,0.7209965443049906,0.25,0.1057910754854473,0.32109375,0.44000000000000006,0.5,0.7826331884757765,0.765625,0.7783733826247689,0.25096359743040686,0.32635071090047396,0.3330973961712641,0.5743266531142304,0.7286097870050038,0.491136411703038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3,0.0,1.0,0.0,0.0,1.0,0.7067276907088796,0.17650906565847335,0.21052631578947367,0.738095238095238,0.6505876687397756,0.6546532661081865,0.009110877031836577,0.9492018709361778,0.9999999999999999,0.9493294935650745,0.9434198528434292,0.04752631578947368,0.6251446697243774,0.015625,0.24000000000000005,1.0,0.4208868058556969,0.562710262748982,0.6001411967252128,0.5865303218636959,0.7090503530014723,0.4848327514756605,0.7314891375999168,0.2144653821853675,0.8669164203440793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34,0.0,1.0,1.0,1.0,1.0,0.9936880005878463,0.6840631789717996,0.0033594736842105302,0.4554232857142857,0.4651870488620536,0.6773304130788858,0.009110877031836577,0.769229517004389,0.6440306900523202,0.7898523996536974,0.7463118998604688,0.0,0.6569720090874019,0.20625,0.08,1.0,0.419236118484171,0.5616259335540802,0.6001411967252128,0.5901250994658844,0.7229195633762212,0.4749573248029394,0.5878796470409071,0.2329396570308903,0.8375383614119162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13,1.0,0.0,0.0,0.0,1.0,0.3337759675844767,0.23090610726398655,0.21052631578947367,0.4499338571428571,0.1090012713836818,0.34043014458594834,0.009110877031836577,0.5529681718081401,0.4260578087584642,0.5193836574760367,0.5379489584331787,0.29010526315789475,0.3331620426090939,0.4234375,0.4,0.3,0.46145179462417507,0.6217491610738255,0.5005237215033886,0.4176017130620985,1.0,0.46798791477425405,0.5180791157509108,0.5592105248296243,0.47281984574901503,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
12,1.0,0.0,0.0,0.0,1.0,0.3337759675844767,0.23090610726398655,0.21052631578947367,0.4554232857142857,0.1090012713836818,0.3337706303191342,0.009110877031836577,0.5529681718081401,0.4260578087584642,0.5193836574760367,0.512664524704546,0.29010526315789475,0.3221500316351516,0.4409375,0.24000000000000005,0.2,0.4839851923386447,0.6167156040268457,0.6520024645717806,0.25456102783725915,0.8312164296998421,0.4260173151661719,0.5224939912913472,0.5536362142614366,0.47666250195569515,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
53,1.0,0.0,1.0,0.0,0.0,0.0016677513830133418,0.0022928208968716265,0.4587506342371963,0.031746031746031744,0.008041077397156853,0.012034931876170843,0.8022460690273123,0.23300028018541605,0.06481591279949377,0.08660289119749456,0.5554291089324104,0.4133157894736842,0.012045094088902225,0.0,0.31999999999999995,0.9,0.5305810397553516,0.6464974832214765,0.859981515711645,0.5619271948608138,0.8664139020537125,0.6471887431758453,0.34457766306923276,0.7301771483694358,0.1788973098370623,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6,0.0,1.0,1.0,1.0,0.0,0.37107796311264607,0.10422348793462183,0.13026315789473683,0.38095238095238093,0.33636898895960077,0.5169454286714881,0.009110877031836577,0.7126203844734242,0.6129558728312253,0.6353997756511816,0.7552936489150901,0.0,0.7415877234343521,0.14906250000000001,0.12000000000000002,0.5,0.4200941337430524,0.5655192872094843,0.6001411967252128,0.5903370651654305,0.7221862511785624,0.4780877827362642,0.6605769790279312,0.2478220703186273,0.8186918603626995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
50,1.0,0.0,1.0,0.0,0.0,0.02364506681502787,0.03743060782203746,1.0,0.05634920634920634,0.021362462285113373,0.0,1.0,0.08478883049081837,0.12837630138556566,0.22311261025819695,0.6278577838564245,0.12631578947368421,0.004436538214239789,0.0,0.29999999999999993,1.0,0.3101561242555931,0.28250838926174493,0.3588724584103511,0.40706638115631694,0.8733649289099527,0.6198134785657643,0.25694473537239854,0.5626053947908188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
